index,twitter_total,none_correlation,entity_correlation,verb_correlation,context_correlation,Noun,Name,Word,Verb,Scene
594,You'd be surprised how many of those people fit into that category & still worship #mittromney! #annromney #tcot #Obama2012 #4moreyears #obamabiden2012,,,,,,,,,
595,Hoodie & snuggly slipper kinda day! #resting #pain #headache #longisland #newyork #sunday #lazyday,,,,,,,,,
598,My Favorite NFL QB's.,,,,,,,,,
599,There are houses down all along the coast from #hurricanesandy. People are cleaning up in the background.,,,,,,,,,
600,"mi meet da police, mi meet da police",,,,,,,,,
601,Guys who hold up the responsibility. _ÙÔç Instead asking girls to go for abortion and fuck off.,,,,,,,,,
602,LMBOOO #Throwbaaaaack!!!!! This when niggas was wearing band aids under their eyes cause Nelly did it!!! _Ù÷â_Ù÷â_Ù÷â_Ù÷â LMBO,,,,,,,,,
603,The cookie abortion my sister created. Omg I'm crying #wtf #itsalive #yousuck #bakeroftheyear #lawlzonmydick,,,,,,,,,
604,Shooting for online magazine in New York! #model #photography #photoshoot #sexy #cop #military #newyork #magazine #badass,,,,,,,,,
605,Damn Hurricane Sandy! I've been in this tree for 3 weeks.  Don't drink and bike kids. #EnterTheVoid,,,,,,,,,
608,#sticker #microwave #ignorance #wakeup #globalwarming #streetart #earth,,,,,,,,,
610,When I die bury me inside a lightning bolt ! #sandiego #charhers #boltman #bolts #sunday #football #NFL,,,,,,,,,
611,¯_ô_¯« ô_¯_¯_ôÉ _Ù÷_‰ù__Ù_ä_Ù_Ê_Ù_Á#¯_ôãôâ¯_ôà¯±¯©  #ôÉ¯µ¯± #cairo,,,,,,,,,
612,When One Direction was formed... #MemoriesIWontForget,,,,,,,,,
613,Stupid crazy love! #gay #gayboy #gayboys #gayrights #gayguys #gaymarriage #gaylove #freedom #freelove #kissgay #boyloveboy #equality,,,,,,,,,
614,Shopping #newyork #designers,,,,,,,,,
617,"New York Style Cheese Cake. Always a winner with this guy!#food #dessert #newyork #cheesecake #cake #raspberry",,,,,,,,,
619,Grilling some steaks it's NFL Sunday! Da Bears Won!!!,,,,,,,,,
620,#shattered @nymediacares #hurricanesandy #reliefeffort #statenisland  #volunteer,,,,,,,,,
622,Apparently he's calling the 'chocolate police' wtf?!!,,,,,,,,,
624,My homeless buddy Jeff with his Obama phone sleeps under bushes and is going dumpster diving for food.,,,,,,,,,
625,Dumbest thing I've ever saw.. Abortion = termination of pregnancy (egg+sperm) ... Blowjob = just sperm #prolife,,,,,,,,,
626,#spiritual #faith #faithful #TagsForLikes #God #grace #pray #prayers #praying #amen #believe #religion #coexist #spirituality #trust #peace #calm #mind #soul #hope #destiny #wisdom #compassion #forgiveness #thankful #knowledge #meditation #life #meditate #guidance,,,,,,,,,
627,I can tell election season is over because my home is not cluttered and I have time for hobbies.,,,,,,,,,
629,They say that Scorpio and Cancer's should date Nathan's a Scorpio Jennette is a Cancer#jathan,,,,,,,,,
630,Gutting someone's house today....really heartbreaking ....#hurricanesandy #damage,,,,,,,,,
631,#MemoriesIWontForget ‰ù_ .. #Jemi4Life,,,,,,,,,
633,#obama #fly #fashion,,,,,,,,,
635,Subway stories vol.1 @zlbg @frsharabianluv #subway #nyc #newyork,,,,,,,,,
637,SÌ_ pra quem pode... @WesleySafadao & @GarotaSafada! #app #android,,,,,,,,,
638,- Talvez nao seje nessa vida ainda mas vc ainda vai ser a minha vida entao agt vai fugir pro mar e eu vou pedir pra namorar vc vai me dizer que vai pensar e no fim vai deixar (8),,,,,,,,,
639,Raising money for Teenage Cancer Trust,,,,,,,,,
641,Please get better:( my big man cuddle up with me I love you Henry:(hate cancer!:(,,,,,,,,,
642,(taken by me) Global warming at it's finest.#Baltimore #GlobalWarming,,,,,,,,,
643,Call airport police ..,,,,,,,,,
645,Deliveries to make ! Snacks to eat! #pinkelly #oreos #hurricanesandy,,,,,,,,,
648,Cheeee :)) ... oh hey there's Micky mouse! :P #NewYork #newyorkcity #NYC #TimeSquare #selfie #city #micky #mickymouse,,,,,,,,,
651,My #BlackFriday #purchases made at 2am at the mall... #lol @sephora @freshfounder @lushvalleyfair @julepmaven,,,,,,,,,
655,Repost!! Happy Election Day! VOTE,,,,,,,,,
656,#CarmeloAnthony #7 #NewYork #Knicks,,,,,,,,,
657,Rap And Religion book release party @ The Diplomat,,,,,,,,,
659,AIDS Project Los Angeles World AIDS Day #FoodDrive is this Sat. 12/1 from 10-4pm! More Info: apla.org/fooddrive ,,,,,,,,,
660,I can watch this part over and over again _Ù÷ç_ÙÕ¥ #CountryStrong #Travis #cutie #cancer #favorite,,,,,,,,,
661,"Hunting Trophy ""just kept SWELLING, poor varMITT! @exposeLiberal @co2hog #P2 #tcot #teaparty #gop #DEMS #LIBERAL",,,,,,,,,
662,9 months later. One Election later. Have you forgotten? I haven't... #TrayvonMartin,,,,,,,,,
664,Raised $150 for prostate cancer and got a ton of tabs for Ronald McDonald!,,,,,,,,,
665,@kylegibbons @jelluhfish aids. X,,,,,,,,,
667,@cancersurvivor1999 survived her first Lakeside/Partridge #BlackFriday!,,,,,,,,,
669,#DecemberWish #Turban hello!!!,,,,,,,,,
670,Love is my religion.,,,,,,,,,
671,Equality breakfast! #gay #gayboy #gayboys #gayguys #gaylove #gayrights #gaymarriage #kissgay #freelove #freedom #lgbt,,,,,,,,,
672,farafesh,,,,,,,,,
673,I heard there's a gas problem in NYC. #sandy #ny #nyc,,,,,,,,,
674,Bad religion,,,,,,,,,
676,LLS Call me Sandy Little Cheeks !!,,,,,,,,,
677,Next year breast cancer helmets ewwww,,,,,,,,,
679,I'd love another little adventure #Rome #Newyork,,,,,,,,,
680,"Ghost corner. Cairo, Illinois.",,,,,,,,,
681,Good bonding weekend with daddy _ÙÕ¥‰__ #BlackFriday #shopping #golf,,,,,,,,,
682,Sign outside of the #abortion clinic today #oxymoronic,,,,,,,,,
683,#Mexes #Chilena #Francia #Italia #Venezuela #UCL #ChampionsLeague #Calcio #Futbol #ACMilan #Golazo #Gol #ForzaMilan #Rossonero,,,,,,,,,
684,pantallazo a la trasmisiÌ_n en directo desde la plaza #Tahrir en el Cairo #egipto http://reuters.livestation.com/demo,,,,,,,,,
686,"Ok, so the #Barberton #police pulled this old lady over in the parking lot of #KMart . Then a police #SUV & another crusier comes & blocks her in like she has #drugs or #guns! Then, they ler her go without a #ticket. #taxdollarsatwork",,,,,,,,,
687,This Actually Made My Heart  Smile... ‰ù__Ù÷ç_Ù÷Å_ÙÕÜ_ÙÔ__Ù÷_ @kinggoldchains @tyga @kingcairo #SoSweet #Tyga #Cairo #King #Studio #Family #Love #Baby #LastKings #Kingin #HardWork #Small #Happy,,,,,,,,,
690,"Ladies and gentlemen, your First Lady. #firstlady #obama #michelleobama #merica #usa",,,,,,,,,
691,"RT @PhonseeMac RT #HeyBoo""@_YouLoveShauna_: I need a cancer bf. We'd be perfect for each other.""  ",,,,,,,,,
692,This is what he said he wanted to #read tonight. #AudacityOfHope #Obama #BarackObama #ProudDad,,,,,,,,,
695,It's #FashionablyDelicious #oakville #cancer #fundraiser,,,,,,,,,
696,Thank you to all the fans for their donations at yesterday's food drive to benefit those affected by #HurricaneSandy #UConnCountry #BleedBlue,,,,,,,,,
698,"Dixie gurdwara in my textbook,world religion class ;) #uoft",,,,,,,,,
700,#DecemberWish,,,,,,,,,
701,"Red, White, and Blue Christmas Tree in honor of the re-election of President Barack Obama.",,,,,,,,,
704,One of the chic holiday windows @tiffanyandco. #newyork #christmas,,,,,,,,,
705,#championsleague #official #sticker #album #soccer #panini #sports,,,,,,,,,
707,World AIDS Day is 12/1... Or 11/29 at CCC! #worldAIDSday #makeadifference,,,,,,,,,
709,For the collection #hellokitty #newyork #shotglass,,,,,,,,,
712,,,,,,,,,,
714,Teenage Cancer Trust 2nd year with @professorgreen,,,,,,,,,
715,MESSAGE TO THE PRESIDENT AT STARBUCKS,,,,,,,,,
716,#Tahrir square #Today #27November2012 #protest #revolution #Tahrir #Square #Cairo #Egypt #tahrirsquare #brutal #police #force #teargas #gas,,,,,,,,,
717,Tyrequek Zimmerman has gotten really big in the last week.,,,,,,,,,
718,,,,,,,,,,
719,"We can all test the claims of #religion - don't let them get away with telling you tales.#atheism",,,,,,,,,
721,#Obama #4MoreYears #Forward #USA _Ùà__Ùàü,,,,,,,,,
722,And these bitches be lettin em.. #repost @dat_nigga_mase #Magic #Johnson #HIV #Aids #OhBabyiLikeItRaw,,,,,,,,,
723,NAO Ìä MOLE NAO DIRETORIA E O CANCER DO VERDAO ‰ª»,,,,,,,,,
725,I might just fall asleep waiting for this game lol #nfl #nyg #gmen #football #sunday #funday,,,,,,,,,
727,"my little man rocking Burberry, True Religion and Olympics. _Ù÷ç_Ù÷_ sho cute.",,,,,,,,,
729,Bizarre peeps at bizarre filming With Andrew Zimmerman @tonyarabeln & @swimdrew,,,,,,,,,
731,LAST WEEK OF MOVEMBER!! Donate to my anti-cancer Moo-Stash at mo-bro.co/AustinB . Thank you all for your generous donations. :(|- <----My face right now,,,,,,,,,
732,#tbt Halloween #weathermen #hurricaneSandy,,,,,,,,,
735,"Rocking my 99 problems, but mitt ain't 1 tee: ) #Obama",,,,,,,,,
737,"Enda, we need to talk about abortion...... Galway #savita protest",,,,,,,,,
738,Party hard f*ck the police #party,,,,,,,,,
739,They caught us discussing our election predictions. LOL,,,,,,,,,
740,Por los niÌ±os con cancer!‰ù__Ùªö @karemcitac @pabloacap,,,,,,,,,
741,@bigtiggershow Hey Big Bro Please DM Ur Gmail So I Can Send U My New HIV/AIDS Awareness Record I Need An Interview,,,,,,,,,
742,"Mr.305 @Pitbull :)Can't wait for New album#GlobalWarming n 1st Live DVD in Rio Brazil‰ù_#pitbull #Latin",,,,,,,,,
743,@movember Day 16 #movember #cancer sucks,,,,,,,,,
744,In full swing at the Colchester Art centre. The Robin Cancer Trust gig.,,,,,,,,,
746,#DecemberWish Less stress. Less pain. Less problems. Less tears. More happiness. More laugh. More love...:),,,,,,,,,
748,Two weeks after the election and the Longview student paper is ON IT.,,,,,,,,,
749,,,,,,,,,,
750,Ur #Funny #Football #CyberGift #Troops #ISS #Seahawks myCancer Journey http://kingkaps7.mysite.com/journal/817347/,,,,,,,,,
751,#architecture #postsandy #hurricanesandy #nj,,,,,,,,,
752,Lsb love! #lsb #girllovegirl #gay #gayboy  #gayguys #gaylove #gayrights #gaymarriage #freedom #freelove #love #lgbt,,,,,,,,,
753,OBOMBS 4 OBAMA #round10,,,,,,,,,
755,"This how you know this girl was never pregnant OR have an abortion. No one describes an abortion as ""decent"". Not to mention you scheduled the ""abortion"" mon, had the consultation tues, and the procedure wed? Where dey do that at?  #GTFOH #TheThirst",,,,,,,,,
756,@mike_guerin casually walking out with an open box TV #blackfriday,,,,,,,,,
757,,,,,,,,,,
761,#Hryda #onmyPboishit #thuglifer #Blackfriday #imblackeveryday #blacksheep #backonmyfeet #stillupstillaintwent2sleep #Jumma #prayerday #Rip #V12BmR,,,,,,,,,
762,"Souls up, spirit is back, back to the good old days #tahrir #egypt #cairo #travel",,,,,,,,,
763,The day I realized I was growing up #MemoriesIWontForget #Graduation2011 @unibocconi,,,,,,,,,
766,GEORGE ZIMMERMAN REALLY?!?! I HOPE THEY LOCK U UP FOR LIFE!!! _ÙÓÕ_ÙÓÕ_ÙÓÕ #JUSTICE,,,,,,,,,
767,"Spending ""QT"" with the Boo watching some football #nfl #cfl #football #qualitytime #putaringonit _Ù÷ç_Ùèö_ÙÔä_ÙÕç_ÙÕ__Ù÷ä",,,,,,,,,
768,#kaka #thebest #bernabeu #championsleague #realmadrid,,,,,,,,,
769,"Best election day look: my great aunt Doad, soon to be 100, voted Obama in her blue parka",,,,,,,,,
770,@justinbieber and I just casually chillen with Obama.,,,,,,,,,
771,I have the best grandmother ever!! Thanks Bibi!! #BlackFriday #Love #Amazing,,,,,,,,,
772,El sÌÁbado en la noche con @alexsensation1 @alexsensation un buen rose nos dimos por #NewYork #ColombiaEnLaCasa,,,,,,,,,
774,The Abortion,,,,,,,,,
775,The best night ever :D,,,,,,,,,
776,_Ù÷ç_Ù÷ç I'm in love _Ù÷Î‰ù_ #2013 #Audi #S5 #AGT #Black #FutureCar,,,,,,,,,
777,,,,,,,,,,
779,#tree #snow #ig #igers #instagram #fallentree #hurricanesandy #sandy #winter #autumn #seasons #jj #photooftheday #likeforlike #picoftheday #leaves #cold,,,,,,,,,
781,#cristians #muslims #religion #church #mosk #extremist #terrorist #911 #wtc #binladen #osama #osamabinladen #alqaeda #alqaida #al-kaida #mudjahedin #taliban #revolution #ignorence #nonesense,,,,,,,,,
783,"I look up 'One Direction' on playlist.com and I see this. Congrats One Direction, you're so hot that you have diagnosed us Directioners with Ovarian Cancer.",,,,,,,,,
784,An African Election,,,,,,,,,
785,Amen To That! @spawnio20 #City #CL #ChampionsLeague,,,,,,,,,
786,#breast #cancer #awareness #soccer #game #vsyulee #november27th #bethere #shootout #prizes #530 #720 #wearpink,,,,,,,,,
787,Fazer o que agt nÌ£o escolhe,,,,,,,,,
788,Hahahaha good joke #fantasy #abortion #flop #nfl #fantasyfootball,,,,,,,,,
789,#Decemberwish #december #ig #igers #igdaily #photodaily #mymonth #hashtags #nofilter #tweegram #instagood #instagram #instamood #instalikes #instaphoto #instafamous #instafollow #followforfollow #likesforlikes #f4f #l4l #10likes #smile #happy,,,,,,,,,
790,‰Û¢<3~PARIS SAINT-GERMAIN~<3‰Û¢ !! #PSG #PSGPORTO #C1 #Championsleague #Win #Paris,,,,,,,,,
791,Put your hands up in the air.  Put your hands up! In the air #budha #religion #incense #techno #song #memories,,,,,,,,,
792,Can't wait for Wednesday night #celtic #champions #championsleague,,,,,,,,,
793,Me and my boo tabby at the club lastnight #iguana #newyork #manhattan #chocolate #sexy,,,,,,,,,
794,#decemberwish meet this Oppa _Ù÷ä_Ù÷_,,,,,,,,,
795,Tahrir square AGAIN #egypt #tahrir #cairo #revolution #ihatemuslimbrotherhood #freedom #freeegypt #instagram #instalife,,,,,,,,,
796,#memoriesIwontforget,,,,,,,,,
798,Finally! My Pro-Same Sex Marriage Shirt is Here! FCKH8.COM #gaymarriage #equality #fckh8 #gay #lesbian #LGBT I don't love because of what you are it's because of who you are.,,,,,,,,,
799,#New #Zimmerman *Dj Clue voice* ... they say this what the lil homie #Trayvon did b4 he got clipped BUT that still dont change the fact this clown chased Trayvon down w/ the toast when cops on the phone told him STOP so ... GUILTY !,,,,,,,,,
800,"Tokyo Gore Police DvdripTokyo Gore Police movie downloadActors:Eihi ShiinaCay IzumiMame YamadaYukihide BennyIkuko SawadaItsuji ItaoAkane AkanezawaAyano YamamotoJiji BÌÄåÈTsugumi NagasawaDownload here http://molsdvcery.info/1/movie/Tokyo-Gore-Police  Bloody good! --New York Post Strap yourselves in, boys and girls, because things are about to get very, very bloody and very, very strange.   April 26, 2008. Actors: Eihi Shiina: Ruka Ìâåá Itsuji Itao: Keyman Ìâåá Yukihide Benny: Tokyo Police Chief Ìâåá Jiji BÌÄåÈ: Barabara-Man Ìâåá Ikuko Sawada: Bar. Amid a campaign to privatise the police force, the city is struck by a.   Tokyo Gore Police - Wikipedia, the free encyclopedia  Tokyo Gore Police (Ì_åùå±Ì_å_åÂÌ_å¨‰Û_Ì©‰Û_åáÌ¬å_å_Ì´åøÅü, TÌÉåçkyÌÉåç Zankoku Keisatsu ?) is a 2008 Japanese-American gore film co-written, edited, and directed by Yoshihiro Nishimura and.   Tokyo Gore Police (2008) - IMDb  Director: Yoshihiro Nishimura. Coming from the people that brought us The Machine Girl, it is no surprise that Tokyo Gore Police has the cult following that it does..   TÌÄå«kyÌÄå« Zankoku Keisatsu (Tokyo Gore Police) - Movie Reviews. --Twitch Best Asian Film.   TÌÄå«kyÌÄå« Zankoku Keisatsu (Tokyo Gore Police) - Rotten Tomatoes  Review: A mad scientist known as Key Man has created a rampaging virus that mutates unsuspecting humans into nightmarish abominations of nature, and in order...   Tokyo Gore Police | Netflix  Tokyo Gore Police - When crazed scientist Key Man develops a virus that causes humans to mutate, samurai-sword-wielding cop Ruka is called in to annihilate the.   Amazon.com: Tokyo Gore Police [Blu-ray]: Eihi Shiina, Yoshihiro. But... That's one word to say after this master's class in splatter-fest ends.  Tokyo Gore Police Reviews &amp; Ratings - IMDb  Review: the title says it all, and it lives up to its title - Wow",,,,,,,,,
802,,,,,,,,,,
804,Obama!! #Aughhhhh @Kingcairo,,,,,,,,,
807,"I've become lost in an anti-Obama FB page that one of my cousins ""liked"". I love that this guy's name is Joe Dirt. ",,,,,,,,,
810,HAHAHA #provas #trimestrais #careta #bone #duckface tem coisa q agt nunca esquece ;),,,,,,,,,
